y,urban,StrFamilyType,str_prov,bloque,probabilidad_pobreza,probabilidad_pobreza_noreg,Excluded
0,1,solo_mayores,Central,3,0.1966775289847919,0.4750197298828425,True
1,0,solo_mayores,Central,1,0.4189702780775189,0.5450856378047442,False
0,1,bi-parental,Central,2,0.16307190865013593,0.19092804630062196,True
0,1,bi-parental,Chorotega,2,0.1088067047692882,0.0002238508888238844,True
0,1,adultos_y_mayores,Central,1,0.03130393388548548,5.003787402651376e-05,True
0,1,bi-parental,Central,3,0.1050117428880014,0.030550817625477324,True
0,1,bi-parental,Central,1,0.14833764975695465,0.002540130475803252,True
0,1,bi-parental,Central,1,0.015287567807454137,7.219000091718511e-09,True
0,1,bi-parental,Central,2,0.1838944063779216,0.011024204791827898,True
0,0,monoparental,Chorotega,3,0.3551918678826247,0.7341303814136009,False
0,1,adultos_y_mayores,Central,1,0.1222015671301562,0.01584115076948651,True
0,1,bi-parental,Central,2,0.17614316438019512,0.3708271836061789,True
1,1,bi-parental,Central,2,0.3623437347969536,0.8356443714349141,False
0,1,adultos_y_mayores,Central,1,0.03868785548237722,0.00015269096313255107,True
0,0,bi-parental,Central,1,0.027738899538299125,3.9140385999125626e-08,True
0,0,solo_mayores,Huetar Atlántica,2,0.16507160911600252,0.017114165843633827,True
0,0,bi-parental,Huetar Norte,2,0.14317168039873546,0.0954973074208894,True
1,0,bi-parental,Huetar Atlántica,3,0.2846677176116374,0.03738368970393178,False
0,1,adultos_y_mayores,Pacífico Central,1,0.10820746741658097,0.2952502130599948,True
0,1,adultos_y_mayores,Huetar Atlántica,3,0.09455365671885343,0.07838391960791441,True
0,1,bi-parental,Central,1,0.07580960951312482,7.251725861128134e-05,True
0,1,monoparental,Central,3,0.1966343388604889,0.12120762022638933,True
0,1,bi-parental,Brunca,2,0.07705079693009394,0.09248450421200233,True
0,0,adultos_y_mayores,Central,2,0.09131760196188574,0.05753146954398328,True
0,1,adultos_y_mayores,Central,1,0.16739761704078782,0.038792455717651664,True
0,1,adultos_y_mayores,Central,1,0.160766508939883,0.20256248256453496,True
0,0,solo_mayores,Central,3,0.11585328577169242,0.03663716755234082,True
0,1,bi-parental,Central,1,0.3536364839239691,0.9185494021603722,False
0,0,bi-parental,Huetar Norte,3,0.5836476660822818,0.6925081370977327,False
0,1,bi-parental,Central,1,0.031539973023831686,2.7081962136706177e-07,True
0,1,solo_mayores,Central,2,0.05525731700903359,0.010061006726814231,True
1,1,bi-parental,Pacífico Central,3,0.39186272622425694,0.09733262464756703,False
0,1,adultos_y_mayores,Central,2,0.16014887305328646,0.00010395681542789252,True
1,1,adultos_y_mayores,Central,2,0.2365856004701037,0.10130060032820133,False
0,0,bi-parental,Central,1,0.17522601638785448,0.12953555066242636,True
0,0,bi-parental,Chorotega,2,0.27387116087875857,0.4009674592323298,False
0,1,adultos_y_mayores,Brunca,3,0.08173203465520668,0.4119631799220427,True
0,0,bi-parental,Brunca,1,0.35887735846003765,0.8065002928428056,False
0,1,bi-parental,Central,3,0.23223890372178696,0.06826813688945496,False
0,0,solo_mayores,Central,1,0.19902795220102493,0.14695924301027735,True
0,1,adultos_y_mayores,Chorotega,3,0.08516894400953498,0.06522064751689258,True
0,1,bi-parental,Huetar Atlántica,2,0.13186124276344174,0.06622427793432585,True
0,1,bi-parental,Huetar Norte,2,0.09697575900986273,0.004656895385018735,True
0,1,bi-parental,Central,2,0.012681822823912238,8.439865611702049e-07,True
0,1,bi-parental,Central,1,0.08389997063801599,0.011171829397156996,True
0,0,bi-parental,Huetar Atlántica,2,0.1479828668355711,0.2904581426981881,True
0,1,bi-parental,Central,3,0.15808350839427585,0.001739129346036384,True
0,1,adultos_y_mayores,Huetar Atlántica,2,0.06960091571246131,0.16099807070511904,True
0,1,adultos_y_mayores,Central,3,0.03959356340495605,0.00449938540224464,True
0,1,bi-parental,Central,1,0.2751588858077181,0.2390057149574201,False
0,1,adultos_y_mayores,Pacífico Central,1,0.09170024642234303,0.08091391226407092,True
1,1,adultos_y_mayores,Central,3,0.23669964245559405,0.021735528223158676,False
0,1,adultos_y_mayores,Central,3,0.12687897521593733,0.12836250162159246,True
1,1,bi-parental,Central,1,0.14610670176310328,0.025803067069593663,True
0,1,solo_mayores,Central,1,0.2282014703477927,0.07692913575184009,False
0,1,solo_mayores,Central,3,0.08823557008562911,0.0003996648359763041,True
0,0,bi-parental,Huetar Norte,3,0.8369703085969912,0.9935740239192032,False
0,0,bi-parental,Huetar Atlántica,3,0.13152901225477853,0.012769066850209456,True
0,0,adultos_y_mayores,Brunca,3,0.17188313582138334,0.12364276467171526,True
0,1,adultos_y_mayores,Central,2,0.3040062744512543,0.008876867888873388,False
0,0,bi-parental,Central,3,0.1817439518647536,0.079742940098739,True
0,0,bi-parental,Central,1,0.26434645828847103,0.2888540887683001,False
0,1,bi-parental,Central,2,0.3114701560987684,0.5076010084600358,False
0,1,bi-parental,Central,2,0.1896651594963956,0.2514142634413318,True
1,0,bi-parental,Brunca,2,0.3367699550358419,0.8272372829617511,False
0,1,adultos_y_mayores,Central,2,0.18256488841935906,0.00937665619410256,True
0,0,bi-parental,Central,2,0.3049159837346801,0.7574404801587437,False
1,1,bi-parental,Central,3,0.4696165184231929,0.9999792741180844,False
0,0,adultos_y_mayores,Pacífico Central,1,0.07030241214880857,0.0016423004171387454,True
0,0,adultos_y_mayores,Brunca,1,0.051553177747183855,0.02151555508135793,True
0,1,adultos_y_mayores,Central,2,0.0506848953462236,1.840910886209874e-06,True
0,1,bi-parental,Central,2,0.22587140203815545,0.17886598743656434,False
0,1,solo_mayores,Central,3,0.028903718969170364,8.740644513048739e-07,True
0,0,solo_mayores,Central,2,0.21029314827257112,0.012835526521991832,False
1,1,adultos_y_mayores,Chorotega,3,0.3243051465735855,0.2535218777230113,False
0,1,bi-parental,Central,3,0.3381301237971037,0.3164173147571901,False
0,0,solo_mayores,Central,2,0.2465046234355639,0.047468683367052386,False
0,0,bi-parental,Central,1,0.2255183830609425,0.07299753693685597,False
0,1,adultos_y_mayores,Central,1,0.04577229154855327,0.000262141229614175,True
0,0,bi-parental,Central,3,0.519412509598603,0.9046877776133722,False
0,1,adultos_y_mayores,Central,3,0.12377887070901103,0.030697696811241293,True
1,0,bi-parental,Huetar Norte,3,0.827589058841873,0.9821068645807056,False
0,1,adultos_y_mayores,Central,2,0.09185427646094728,0.08454718665163166,True
1,1,monoparental,Central,3,0.2829777618223955,0.92884427305005,False
0,1,adultos_y_mayores,Central,3,0.3264816911860019,0.30818058856492275,False
0,0,bi-parental,Huetar Norte,2,0.5167281331368188,0.9710534243334504,False
0,1,adultos_y_mayores,Central,1,0.13128166605434444,0.006595899227418285,True
0,1,bi-parental,Huetar Atlántica,2,0.3903867588565798,0.3934338355216181,False
0,1,bi-parental,Central,2,0.27297693997733824,0.01557739699670555,False
0,1,bi-parental,Chorotega,1,0.16192448612018687,0.02354199823366616,True
0,0,monoparental,Chorotega,3,0.3408497389622679,0.4917208447175289,False
0,1,bi-parental,Brunca,3,0.12050157126250895,0.0014364852380398464,True
0,1,bi-parental,Central,2,0.1026111068625129,0.008845088944923541,True
0,0,adultos_y_mayores,Central,1,0.11630294257447064,0.06729272614260155,True
0,0,bi-parental,Chorotega,1,0.2780932190268334,0.5353976322893232,False
0,1,bi-parental,Central,3,0.4229769298172865,0.39585506232138795,False
0,1,bi-parental,Huetar Atlántica,2,0.3955936323301437,0.4778607425421697,False
0,1,adultos_y_mayores,Central,1,0.016092498982042684,8.794032947103901e-08,True
0,0,bi-parental,Chorotega,1,0.3063157480966241,0.6009427068378314,False
0,1,adultos_y_mayores,Central,3,0.40361018979655305,0.024898332222129033,False
0,1,bi-parental,Central,2,0.2365987348052684,0.4552727229970899,False
0,1,solo_mayores,Central,3,0.06050178787889642,0.014889131172306572,True
0,1,adultos_y_mayores,Central,2,0.06269058051849187,0.0003361966676297155,True
0,0,bi-parental,Huetar Norte,2,0.4538046145520021,0.28740134483888674,False
1,0,bi-parental,Central,3,0.17195031932973762,0.19231423200066072,True
0,0,solo_mayores,Chorotega,1,0.04529709215566387,5.070424905440829e-07,True
0,1,bi-parental,Central,1,0.05602891172503526,0.007003474293075243,True
0,1,monoparental,Central,3,0.2897012043746067,0.3766002523544237,False
0,1,bi-parental,Central,1,0.054942887626555185,0.0010272462139743234,True
0,1,bi-parental,Central,2,0.4128251690834943,0.6880024977275357,False
0,1,bi-parental,Huetar Norte,2,0.124392671655083,0.021959158224489392,True
0,1,adultos_y_mayores,Central,2,0.17553484535216565,0.0763389188542243,True
0,1,bi-parental,Central,3,0.11460702333096845,9.533011886174262e-11,True
1,1,adultos_y_mayores,Central,1,0.14420535089644138,0.003100932687101041,True
0,1,adultos_y_mayores,Central,2,0.0537839386400306,0.007287700033495106,True
0,1,adultos_y_mayores,Central,1,0.14519057148292164,0.005439860713971959,True
0,1,adultos_y_mayores,Huetar Norte,1,0.0924625993460988,0.04684718163876026,True
0,0,bi-parental,Central,2,0.3199646558067329,0.8374675198885094,False
1,1,bi-parental,Chorotega,3,0.3472197665818077,0.2687135099280918,False
0,1,adultos_y_mayores,Central,1,0.056307433322172314,0.00038852796676942043,True
0,1,adultos_y_mayores,Central,2,0.023637364852121853,8.60427029461622e-07,True
0,1,solo_mayores,Brunca,3,0.18339097693803505,0.0006473642597833513,True
0,1,adultos_y_mayores,Central,3,0.16282628634426544,0.6819928151508832,True
0,0,bi-parental,Huetar Atlántica,3,0.4206850277747758,0.4079934993474668,False
0,0,bi-parental,Brunca,3,0.36204534810783295,0.7734754153910706,False
0,0,bi-parental,Central,2,0.2921479880628846,0.17864607917430686,False
1,0,adultos_y_mayores,Huetar Norte,1,0.18049252361656404,0.2058839609356797,True
1,0,bi-parental,Brunca,2,0.17389100944490302,0.04292485632502219,True
0,1,bi-parental,Central,2,0.07127740871864334,0.04455118958217718,True
0,1,bi-parental,Central,2,0.20379844526301366,0.04197369586141098,False
0,0,adultos_y_mayores,Brunca,2,0.12414710797238306,0.120040768014983,True
0,1,bi-parental,Central,3,0.3922564195763062,0.5300948255383692,False
0,0,solo_mayores,Chorotega,1,0.3910454372648187,0.22803604699525346,False
1,1,solo_mayores,Chorotega,2,0.3070104562372709,0.13170722184807365,False
0,1,adultos_y_mayores,Central,2,0.019969506124914986,4.1034865617908845e-07,True
0,0,adultos_y_mayores,Brunca,1,0.11328169124554616,0.17569338550014468,True
0,0,adultos_y_mayores,Brunca,2,0.3458945081742389,0.39466380578554333,False
0,0,adultos_y_mayores,Pacífico Central,1,0.06476278048624508,0.016785182128680874,True
0,0,bi-parental,Brunca,3,0.4566023728502405,0.39336653450478204,False
1,1,monoparental,Huetar Atlántica,3,0.5551192140741021,0.928020234406554,False
0,0,adultos_y_mayores,Huetar Norte,1,0.11500400866961258,0.1486175467852391,True
0,1,adultos_y_mayores,Central,2,0.1428176593642968,0.002647893242515111,True
0,1,solo_mayores,Central,1,0.031990873131079164,0.044662026932614736,True
0,1,bi-parental,Pacífico Central,2,0.08729832412346206,0.00494750020708716,True
0,1,adultos_y_mayores,Central,2,0.05022458739007495,1.715624435238479e-07,True
0,0,adultos_y_mayores,Huetar Norte,1,0.20902503797660807,0.5087023886431191,False
1,1,bi-parental,Central,1,0.3546543602575041,0.357522788028253,False
0,1,monoparental,Chorotega,3,0.3812066678930702,0.059004118148939924,False
1,0,bi-parental,Pacífico Central,1,0.3367532314602317,0.0011115895129123372,False
0,1,bi-parental,Central,3,0.24524140643704545,0.5815054533925869,False
0,1,bi-parental,Central,3,0.038968673351682234,8.878046777671272e-05,True
1,1,monoparental,Pacífico Central,3,0.7286797555199599,0.9984790508944336,False
0,0,bi-parental,Central,2,0.5270987481509021,0.05105449243858907,False
1,0,adultos_y_mayores,Central,3,0.23191925167177035,0.10699258387251298,False
1,1,monoparental,Pacífico Central,1,0.8859087643736312,0.9469281983953718,False
0,1,adultos_y_mayores,Central,1,0.1569302823954538,0.11547325519969474,True
1,1,bi-parental,Central,3,0.4064084538277704,0.021422942088873492,False
1,1,solo_mayores,Central,2,0.21483746328306352,0.08361747979245092,False
0,0,solo_mayores,Brunca,3,0.2281674253233254,0.23017718752253696,False
0,0,adultos_y_mayores,Brunca,3,0.22739427002381815,0.2432700166340509,False
0,1,bi-parental,Central,2,0.07333084233902727,0.019841212889520392,True
0,1,adultos_y_mayores,Huetar Norte,3,0.19551761874033274,0.29312383165749256,True
0,0,bi-parental,Huetar Atlántica,1,0.4662722419793155,0.1172236389253189,False
0,1,adultos_y_mayores,Huetar Atlántica,3,0.2277466441703321,0.2624084191324533,False
1,1,bi-parental,Central,2,0.1996319729385836,0.9998678524026569,True
0,1,adultos_y_mayores,Pacífico Central,2,0.06586045814416037,0.00093843869094733,True
1,1,bi-parental,Huetar Atlántica,1,0.9900312618244084,0.9375404174298232,False
1,1,monoparental,Central,3,0.3848366093230113,0.8596084705091509,False
0,1,monoparental,Central,1,0.23228511897070175,0.3798351008073512,False
0,1,adultos_y_mayores,Huetar Atlántica,3,0.13815439903515522,3.136933090421069e-07,True
0,1,bi-parental,Central,3,0.2599412738459267,0.9701891635007344,False
0,1,bi-parental,Brunca,3,0.11038819267974448,0.09336468655984637,True
1,0,solo_mayores,Brunca,2,0.4563615471909805,0.7144032833101209,False
0,0,bi-parental,Central,2,0.18306920340932234,0.018802635788070888,True
0,1,solo_mayores,Central,3,0.08480796168585394,0.07458567896746622,True
0,1,monoparental,Huetar Norte,2,0.11941959437118707,0.002526113501759627,True
0,1,monoparental,Central,1,0.13489354708781887,0.057317134798525064,True
0,1,adultos_y_mayores,Central,2,0.08832693395995811,0.0015101683169037195,True
0,1,monoparental,Central,2,0.10242142472931856,0.000357850352796346,True
0,1,adultos_y_mayores,Central,1,0.1824538457675282,0.07476326838758249,True
0,1,solo_mayores,Central,1,0.405389081127576,0.5858573553263091,False
0,0,adultos_y_mayores,Central,2,0.2405893943205329,0.4253734723903441,False
0,1,solo_mayores,Central,3,0.057219759814080534,0.004225577417157932,True
0,1,adultos_y_mayores,Central,1,0.06526100433943009,0.0007632443795836697,True
0,1,adultos_y_mayores,Central,1,0.1817349847504072,0.25903367484255285,True
0,0,bi-parental,Central,1,0.3186416259191813,0.3400880107196034,False
0,1,solo_mayores,Central,1,0.2799928421868574,0.21157396484182608,False
0,0,bi-parental,Central,3,0.232313090388553,0.2267439532971945,False
0,1,adultos_y_mayores,Central,2,0.02156995936946933,1.2825398517243576e-06,True
0,1,adultos_y_mayores,Central,2,0.03478274793422935,0.0027482072113111603,True
0,1,adultos_y_mayores,Central,1,0.0580401351986435,0.011615130868608731,True
0,1,adultos_y_mayores,Central,1,0.18495627232529813,0.002110087080101704,True
0,1,bi-parental,Chorotega,3,0.17164691813912294,0.010336742763135566,True
0,1,adultos_y_mayores,Central,3,0.16713194473623752,0.0671056395081426,True
1,1,bi-parental,Huetar Atlántica,2,0.4591181036634774,0.20253844124702566,False
0,1,adultos_y_mayores,Brunca,2,0.059255491306407275,0.0069372584375938726,True
0,1,bi-parental,Huetar Norte,1,0.2427276416189681,0.2210211755261832,False
0,0,adultos_y_mayores,Huetar Norte,3,0.09291063365029167,0.0002409242344767812,True
0,1,bi-parental,Central,3,0.2760286651288602,0.04174238272824072,False
0,1,adultos_y_mayores,Central,3,0.1216976300749958,0.01775789580979277,True
0,1,bi-parental,Central,3,0.04675599172059197,0.00020667049024548627,True
0,0,adultos_y_mayores,Central,2,0.44320771734000297,0.6916527337604762,False
0,0,solo_mayores,Central,3,0.32340302786955194,0.34919162824114475,False
0,0,bi-parental,Huetar Norte,3,0.3753687819801289,0.2422694211299549,False
1,1,bi-parental,Central,1,0.4065295082733259,0.044104429450935366,False
0,1,adultos_y_mayores,Central,3,0.06650684222495866,0.012520905289474787,True
0,1,solo_mayores,Pacífico Central,2,0.16940536583901966,0.16930084685742725,True
1,0,adultos_y_mayores,Pacífico Central,1,0.3655161673905101,0.4703188676191298,False
0,1,adultos_y_mayores,Central,1,0.07547406032863714,0.9971847714252914,True
0,1,solo_mayores,Central,1,0.07571312910832399,0.39960808454243774,True
0,1,bi-parental,Pacífico Central,1,0.2039742158775763,0.050403364278355726,False
0,0,monoparental,Brunca,1,0.09761765043069573,0.5800920226837705,True
1,0,solo_mayores,Central,1,0.10466401782607256,0.010585003811589857,True
0,1,adultos_y_mayores,Central,3,0.04310549825573458,0.0006842889839633291,True
0,1,adultos_y_mayores,Central,1,0.2319846397942887,0.0006129279980729533,False
0,1,monoparental,Central,3,0.3239703374772103,0.8520900179081563,False
0,1,bi-parental,Pacífico Central,1,0.14959905450816874,0.0005072945114668821,True
0,1,bi-parental,Pacífico Central,1,0.09563231801312144,0.00013200305726851057,True
0,1,bi-parental,Central,1,0.039107775087958034,0.0003045410096724905,True
0,1,solo_mayores,Central,3,0.1980585391180608,0.12798379917543698,True
1,1,monoparental,Huetar Atlántica,3,0.5953578869897356,0.6005197600536444,False
0,0,bi-parental,Huetar Atlántica,3,0.27077934184126706,0.1352005097568145,False
0,1,adultos_y_mayores,Central,2,0.06617648225453085,0.010463306260764494,True
1,1,solo_mayores,Brunca,1,0.3074902470423446,0.3762296567481432,False
0,0,adultos_y_mayores,Brunca,1,0.1966732059641016,0.0848052913844703,True
0,1,adultos_y_mayores,Pacífico Central,2,0.13550554033009274,0.10998001705762343,True
1,1,bi-parental,Central,1,0.4823053592446844,0.8206482744454059,False
0,1,bi-parental,Central,2,0.22074589889018206,0.1451165086485588,False
0,1,adultos_y_mayores,Central,2,0.09617266769098108,0.001455176569319493,True
0,1,bi-parental,Central,2,0.0714802423650739,0.015824720496949364,True
0,0,solo_mayores,Brunca,1,0.3030241600520397,0.08141061750728072,False
0,1,bi-parental,Chorotega,3,0.15455990033657988,0.01149978802456797,True
1,1,monoparental,Pacífico Central,2,0.5695568083087427,0.8736844950921089,False
0,1,bi-parental,Central,2,0.07073569082575049,0.01611857782613297,True
0,1,adultos_y_mayores,Central,3,0.06673197584402671,0.0021447772029845494,True
0,1,adultos_y_mayores,Central,3,0.13202345500170307,0.007144328661727413,True
0,0,bi-parental,Pacífico Central,2,0.14373966949447153,0.013991703952749552,True
0,1,adultos_y_mayores,Central,3,0.020751272381554192,8.99345260456522e-11,True
0,1,bi-parental,Central,2,0.13918828997860327,0.1079971625509938,True
1,0,adultos_y_mayores,Chorotega,1,0.2849843223790814,0.14628727238651115,False
0,0,bi-parental,Huetar Atlántica,1,0.1936038228114956,0.013141529148671866,True
0,1,bi-parental,Huetar Atlántica,3,0.3047172977225208,0.4287005868566036,False
0,1,adultos_y_mayores,Central,1,0.04602207939241567,0.004893243808135891,True
0,1,adultos_y_mayores,Huetar Norte,2,0.1098206543617872,0.09807595104131936,True
0,0,solo_mayores,Huetar Atlántica,1,0.06328195278910588,0.013899132246926404,True
0,0,bi-parental,Chorotega,2,0.14233144166511466,0.03528270349404306,True
0,0,bi-parental,Huetar Norte,1,0.3338766234829414,0.4979722291783079,False
0,0,bi-parental,Huetar Atlántica,1,0.22726480966998425,0.22028538520412724,False
1,0,bi-parental,Central,2,0.31374273252064,0.16212610702956562,False
1,1,bi-parental,Central,2,0.4847062284999145,0.14946108235362782,False
0,0,bi-parental,Brunca,1,0.03315166496073014,8.384162275079602e-08,True
0,1,adultos_y_mayores,Central,3,0.034525820939971745,0.001786472325681804,True
0,1,solo_mayores,Chorotega,2,0.04215290943817577,0.00071135588523105,True
0,1,bi-parental,Huetar Atlántica,3,0.23415309410316426,0.4657067223801137,False
0,1,solo_mayores,Central,2,0.03529914454578695,0.015140213336278775,True
1,1,adultos_y_mayores,Central,2,0.21508165634449766,0.1157234981302604,False
0,1,solo_mayores,Huetar Norte,3,0.2852265272894326,0.08803039103612856,False
0,1,adultos_y_mayores,Pacífico Central,1,0.18074409177551373,0.19523697464413592,True
0,1,adultos_y_mayores,Central,2,0.05589828366399493,0.004008396174465018,True
1,1,adultos_y_mayores,Pacífico Central,2,0.20877450045094928,0.4080296467245119,False
0,1,adultos_y_mayores,Central,3,0.25019288593343897,0.2560584264558277,False
0,1,adultos_y_mayores,Brunca,3,0.0921159264880756,0.17677511869245086,True
0,0,adultos_y_mayores,Central,2,0.034835383481829865,0.0011727509615069595,True
0,1,adultos_y_mayores,Central,2,0.04563886417440596,0.0002441195165983252,True
0,0,adultos_y_mayores,Huetar Norte,3,0.3619110431339323,0.17203803229985135,False
0,1,bi-parental,Chorotega,2,0.04881072536187013,0.00011353267074231653,True
0,1,bi-parental,Central,1,0.026836902781245016,1.6674679956017896e-13,True
1,0,monoparental,Brunca,2,0.7094313507350528,0.9569359318257696,False
1,1,bi-parental,Central,1,0.6917670695344003,0.9947201020557088,False
0,1,bi-parental,Central,3,0.12061751516554645,7.806422704907326e-05,True
0,1,solo_mayores,Central,1,0.058700522538432436,0.05642243638328475,True
1,1,bi-parental,Huetar Atlántica,3,0.5918771007076472,0.3959129343385441,False
1,0,monoparental,Huetar Norte,3,0.5021375959183361,0.7684848097585315,False
0,1,solo_mayores,Central,2,0.07523245378967362,0.008440172055765955,True
0,0,adultos_y_mayores,Chorotega,1,0.08701021157987619,0.021937161529776702,True
1,0,adultos_y_mayores,Central,1,0.15508069897514604,0.005736183854713582,True
0,1,bi-parental,Central,2,0.04837104098645207,0.00016335024465530463,True
0,1,bi-parental,Huetar Atlántica,1,0.06274981941256395,0.0013382409274911,True
0,1,adultos_y_mayores,Central,1,0.14691974498274232,0.0793921321009417,True
0,1,solo_mayores,Central,3,0.2833160243828459,0.31302009133382513,False
1,1,solo_mayores,Chorotega,1,0.3776022527933843,0.6207540434640622,False
0,1,bi-parental,Pacífico Central,3,0.13137402682036484,0.0023411618870095587,True
0,1,solo_mayores,Central,3,0.14457226171005952,0.018706477820796395,True
0,1,solo_mayores,Central,1,0.4748911537701708,0.9422797349040244,False
0,1,solo_mayores,Chorotega,3,0.3406504368226612,0.3030090189984041,False
0,1,bi-parental,Central,1,0.3998318992162779,0.7539073088730041,False
0,0,bi-parental,Chorotega,3,0.27239848838974345,0.18972571891124085,False
0,1,adultos_y_mayores,Central,2,0.12011897695708693,0.2771871403900085,True
0,0,adultos_y_mayores,Central,3,0.28346809300117576,0.22665349549961314,False
0,1,adultos_y_mayores,Huetar Atlántica,3,0.13070631680577838,0.08827184664017025,True
0,1,bi-parental,Chorotega,3,0.4916641200185824,0.8931209775368602,False
0,1,solo_mayores,Central,3,0.08946283776656487,0.007342805213936577,True
0,1,bi-parental,Central,2,0.10291414213406253,0.012009821330340415,True
0,1,bi-parental,Central,2,0.039385930690127316,8.57362678000821e-07,True
0,0,bi-parental,Pacífico Central,2,0.2335783464513084,0.24918716666715146,False
1,1,bi-parental,Central,3,0.47078157043726004,0.13753467577983433,False
0,1,bi-parental,Central,2,0.30308441084750937,0.16929488494121614,False
0,0,monoparental,Chorotega,1,0.4217465340497781,0.5256555882256913,False
0,1,solo_mayores,Pacífico Central,1,0.04502068329859752,0.0013841319810607893,True
0,1,bi-parental,Central,1,0.06574186761703205,0.00015664952955869287,True
0,1,bi-parental,Huetar Atlántica,2,0.2466022801118301,0.3042150443306937,False
0,1,adultos_y_mayores,Central,1,0.061710852611434414,0.00490276553447244,True
0,1,bi-parental,Central,1,0.2985020600502645,0.70326068423244,False
0,1,bi-parental,Central,3,0.13011934237471873,0.010120340342619136,True
0,0,bi-parental,Huetar Norte,1,0.19136100843553794,0.20522045650951234,True
0,0,bi-parental,Chorotega,2,0.2296338498270832,0.34530729055973497,False
0,1,solo_mayores,Central,1,0.29513532621225397,0.14833503857473676,False
0,1,bi-parental,Central,3,0.0448626354898798,0.0011993720286734974,True
1,1,monoparental,Brunca,3,0.6099305854660686,0.9728666516789614,False
0,0,bi-parental,Huetar Norte,3,0.6791749864630309,0.9260469765029452,False
0,1,adultos_y_mayores,Central,3,0.012729794011841492,1.0665009969485153e-09,True
1,1,bi-parental,Central,1,0.3785173631132281,0.5886776217086938,False
1,0,bi-parental,Chorotega,2,0.4920210375982909,0.3023323620532834,False
0,0,bi-parental,Central,3,0.06323983513210236,0.017143644653511078,True
0,1,adultos_y_mayores,Central,3,0.04608497183339233,4.786820064003732e-08,True
0,1,bi-parental,Central,2,0.20914734230650034,0.025368751273446528,False
0,0,adultos_y_mayores,Huetar Norte,1,0.16712652473101428,0.09678617942259746,True
0,0,adultos_y_mayores,Brunca,1,0.20998372454330425,0.0898899855946175,False
0,1,adultos_y_mayores,Central,1,0.012459821258754306,2.3966201827130896e-05,True
0,0,adultos_y_mayores,Huetar Atlántica,3,0.2495375923896299,0.1828608077645865,False
0,1,bi-parental,Central,2,0.4934765282488615,0.010964457862472826,False
0,0,bi-parental,Pacífico Central,2,0.2830890098720176,0.12599054593509454,False
0,1,bi-parental,Central,2,0.11852447786459608,0.0037108622382259096,True
0,1,bi-parental,Central,1,0.045245018143142315,7.300443078609161e-05,True
0,1,bi-parental,Brunca,1,0.21510800138458752,0.12702997064195354,False
0,0,bi-parental,Chorotega,1,0.14685527511356644,0.007223950947672689,True
